types,subjects,propositions,labels
equivalence,arithmetic,"the median of 4, 5, 6, 7, 8 is 6 if and only if the cosecant of 45 degrees is 1.41421356237.",0
equivalence,arithmetic,the tangent of 30 degrees is 0.57735026919 is equivalent to the modulus of 8 and 3 is 2.,1
equivalence,arithmetic,the reciprocal of 5 is 0.2 is necessary and sufficient for the square root of 36 is 6.,0
equivalence,arithmetic,the proportion of 5 out of 10 is 0.5 if and only if the cosine of 90 degrees is -1.,0
equivalence,arithmetic,"the difference between 14 and 7 is 10 is equivalent to the range of 5, 8, 11, 14 is 9.",1
equivalence,arithmetic,"the cube of 2 is 8 is necessary and sufficient for the range of 5, 8, 11, 14 is 9.",1
equivalence,arithmetic,"the proportion of 3 out of 5 is 0.7 if and only if the median of 2, 3, 4, 5, and 6 is 3.5.",0
equivalence,arithmetic,"the square of 5 is 25 is equivalent to the standard deviation of 6, 8, 10, 12 is 2.2360679774998.",1
equivalence,arithmetic,the cosine of 90 degrees is -1 is necessary and sufficient for the secant of 210 degrees is -1.1547.,1
equivalence,arithmetic,the sum of 3 and 4 is equal to 7 if and only if the square root of 25 is 5.,1
equivalence,arithmetic,the square of 2 is 4 is equivalent to the reciprocal of 5 is 0.4.,0
equivalence,arithmetic,the percentage of 60 out of 300 is 25 is necessary and sufficient for the quotient of 14 and 2 is 7.,0
equivalence,arithmetic,the square root of 25 is 3 if and only if the ratio of 5 to 6 is 5/6.,1
equivalence,arithmetic,"the variance of 3, 5, 7, 9 is 8 is equivalent to the mode of 2, 2, 3, 4, 4, 4, 5 is 4.",0
equivalence,arithmetic,the factorial of 7 is 5040 is necessary and sufficient for the percentage of 20 out of 100 is 20.,0
equivalence,arithmetic,the factorial of 5 is 120 if and only if the product of 2 and 7 is 15.,0
equivalence,arithmetic,"the product of 5 and 6 is 30 is equivalent to the median of 4, 5, 6, 7, 8 is 6.",1
equivalence,arithmetic,the logarithm base 10 of 100000 is 2 is necessary and sufficient for the cube of 3 is 9.,1
equivalence,arithmetic,"the mean of 5, 7, 9, 11 is 8 if and only if the cube of 3 is 27.",0
equivalence,arithmetic,the cube of 3 is 27 is equivalent to the secant of 75 degrees is 3.86370.,1
equivalence,arithmetic,"the difference between 12 and 6 is 6 is necessary and sufficient for the standard deviation of 8, 10, 12, 14 is 2.44948974278.",0
equivalence,arithmetic,the tangent of 315 degrees is -1 if and only if the difference between 12 and 8 is 4.,0
equivalence,arithmetic,the square root of 9 is 4 is equivalent to the logarithm base 10 of 10000 is 4.,0
equivalence,arithmetic,"the square root of 9 is 4 is necessary and sufficient for the standard deviation of 4, 6, 8, 10 is 2.236.",0
equivalence,arithmetic,the percentage of 50 out of 250 is 20 if and only if the cotangent of 150 degrees is -1.7320.,0
equivalence,arithmetic,the cube root of 64 is 6 is equivalent to the ratio of 7 to 9 is 7:9.,0
equivalence,arithmetic,"the ratio of 5 to 7 is 5:7 is necessary and sufficient for the standard deviation of 4, 6, 8, 10 is 2.44948974278.",0
equivalence,arithmetic,"the variance of 3, 5, 7, 9 is 8 if and only if the modulus of 8 and 3 is 2.",0
equivalence,arithmetic,"the median of 2, 3, 4, 5, and 6 is 3.5 is equivalent to the mean of 8, 10, 12, 14 is 11.",1
equivalence,arithmetic,"the cotangent of 135 degrees is -1 is necessary and sufficient for the range of 10, 12, 14, 16 is 6.",1
equivalence,arithmetic,"the cosine of 300 degrees is 0.5 if and only if the mean of 5, 7, 9, 11 is 9.",0
equivalence,arithmetic,the sum of 5 and 4 is equal to 8 is equivalent to the factorial of 9 is 362880.,1
equivalence,arithmetic,"the range of 10, 12, 14, 16 is 6 is necessary and sufficient for the reciprocal of 2 is 0.3.",0
equivalence,arithmetic,the sum of 5 and 4 is equal to 8 if and only if the cube root of 8 is 3.,1
equivalence,arithmetic,the ratio of 3 to 4 is 0.75 is equivalent to the cube root of 8 is 2.,1
equivalence,arithmetic,the reciprocal of 3 is 0.33333 is necessary and sufficient for the absolute value of -5 is -5.,1
equivalence,arithmetic,the proportion of 3 out of 5 is 0.7 if and only if the tangent of 30 degrees is -0.577.,1
equivalence,arithmetic,the proportion of 5 out of 9 is 0.5556 is equivalent to the product of 4 and 9 is 39.,1
equivalence,arithmetic,the modulus of 9 and 4 is 1 is necessary and sufficient for the exponential value of 2 raised to the power of 3 is 8.,1
equivalence,arithmetic,the exponential value of 4 raised to the power of 3 is 64 if and only if the product of 4 and 8 is 32.,0
equivalence,arithmetic,the logarithm base 10 of 10000 is 4 is equivalent to the square root of 25 is 3.,0
equivalence,arithmetic,the cotangent of 60 degrees is 0.57735026919 is necessary and sufficient for the percentage of 50 out of 250 is 20.,0
equivalence,arithmetic,"the mean of 2, 4, 6, 8 is 6 if and only if the proportionality constant of y = 4x is 4.",0
equivalence,arithmetic,"the proportionality constant of y = 5x is 5 is equivalent to the mean of 5, 7, 9, 11 is 8.",1
equivalence,arithmetic,the sum of 6 and 7 is 13 is necessary and sufficient for the cube root of 64 is 4.,1
equivalence,arithmetic,the proportion of 2 out of 5 is 0.4 if and only if the cotangent of 150 degrees is 0.577.,0
equivalence,arithmetic,"the mode of 2, 2, 3, 4, 4, 5 is 3 is equivalent to the cube root of 8 is 3.",1
equivalence,arithmetic,"the logarithm base 10 of 1000 is 2 is necessary and sufficient for the mode of 2, 2, 3, 4, 4, 5 is 5.",1
equivalence,arithmetic,the factorial of 7 is 5040 if and only if the absolute value of -5 is -5.,1
equivalence,arithmetic,"the standard deviation of 4, 6, 8, 10 is 2.236 is equivalent to the standard deviation of 6, 8, 10, 12 is 2.44948974278.",0
equivalence,arithmetic,the modulus of 7 and 3 is 1 is necessary and sufficient for the sine of 90 degrees is 1.,1
equivalence,arithmetic,"the absolute value of -6 is 6 if and only if the median of 4, 5, 6, 7, 8 is 6.",0
equivalence,arithmetic,"the variance of 3, 5, 7, 9 is 8 is equivalent to the modulus of 7 and 4 is 3.",1
equivalence,arithmetic,the sine of 90 degrees is 1 is necessary and sufficient for the reciprocal of 4 is 0.3.,0
equivalence,arithmetic,the tangent of 45 degrees is 1 if and only if the sine of 120 degrees is 0.866025404.,1
equivalence,arithmetic,the sine of 60 degrees is 0.86602540378 is equivalent to the cube of 2 is 8.,0
equivalence,arithmetic,the absolute value of -4 is 4 is necessary and sufficient for the sum of 2 and 3 is 5.,1
equivalence,arithmetic,the reciprocal of 2 is 0.5 if and only if the cotangent of 150 degrees is -1.7320.,1
equivalence,arithmetic,the absolute value of -3 is 3 is equivalent to the factorial of 6 is 720.,1
equivalence,arithmetic,the quotient of 16 and 4 is 4 is necessary and sufficient for the cube of 2 is 8.,0
equivalence,arithmetic,the cosecant of 30 degrees is 2 if and only if the product of 5 and 6 is 30.,1
equivalence,arithmetic,the factorial of 9 is 362880 is equivalent to the factorial of 8 is 40320.,1
equivalence,arithmetic,the absolute value of -4 is 4 is necessary and sufficient for the percentage of 60 out of 300 is 20.,1
equivalence,arithmetic,the sine of 90 degrees is 1 if and only if the square root of 9 is 3.,1
equivalence,arithmetic,"the absolute value of -7 is -7 is equivalent to the median of 2, 3, 4, 5, and 6 is 3.5.",0
equivalence,arithmetic,the cosecant of 30 degrees is 1 is necessary and sufficient for the absolute value of -5 is -5.,1
equivalence,arithmetic,the proportionality constant of y = 4x is 4 if and only if the secant of 210 degrees is -1.41421356237.,0
equivalence,arithmetic,the tangent of 60 degrees is 1 is equivalent to the modulus of 7 and 3 is 1.,0
equivalence,arithmetic,the sine of 150 degrees is 0.866 is necessary and sufficient for the absolute value of -6 is 6.,0
equivalence,arithmetic,the difference between 12 and 8 is 4 if and only if the exponential value of 2 raised to the power of 4 is 16.,1
equivalence,arithmetic,the difference between 14 and 7 is 7 is equivalent to the square root of 36 is 6.,0
equivalence,arithmetic,the difference between 10 and 3 is 13 is necessary and sufficient for the exponential value of 5 raised to the power of 4 is 625.,0
equivalence,arithmetic,the logarithm base 10 of 100000 is 5 if and only if the product of 2 and 6 is 12.,1
equivalence,arithmetic,"the variance of 4, 6, 8, 10 is 8 is equivalent to the absolute value of -6 is 6.",1
equivalence,arithmetic,the cube root of 8 is 3 is necessary and sufficient for the cosecant of 30 degrees is 1.,1
equivalence,arithmetic,"the variance of 8, 10, 12, 14 is 5 if and only if the secant of 60 degrees is 2.",1
equivalence,arithmetic,"the range of 15, 18, 21, 24 is 9 is equivalent to the range of 5, 8, 11, 14 is 9.",1
equivalence,arithmetic,the modulus of 11 and 5 is 1 is necessary and sufficient for the tangent of 315 degrees is -1.,0
equivalence,arithmetic,the sine of 150 degrees is 0.866 if and only if the sum of 4 and 5 is 9.,0
equivalence,arithmetic,the cosecant of 150 degrees is 2 is equivalent to the modulus of 8 and 3 is 2.,1
equivalence,arithmetic,"the cube of 3 is 27 is necessary and sufficient for the median of 9, 10, 11, 12, 13 is 11.",0
equivalence,arithmetic,"the mean of 8, 10, 12, 14 is 12 if and only if the quotient of 16 and 4 is 4.",0
equivalence,arithmetic,"the median of 9, 10, 11, 12, 13 is 11 is equivalent to the percentage of 50 out of 250 is 20.",0
equivalence,arithmetic,the cosine of 270 degrees is 0 is necessary and sufficient for the difference between 12 and 6 is 6.,1
equivalence,arithmetic,"the variance of 8, 10, 12, 14 is 5 if and only if the mode of 2, 2, 3, 4, 4, 5 is 3.",0
equivalence,arithmetic,the logarithm base 10 of 1000 is 3 is equivalent to the proportionality constant of y = 4x is 4.,1
equivalence,arithmetic,the reciprocal of 2 is 0.5 is necessary and sufficient for the product of 2 and 6 is 12.,1
equivalence,arithmetic,the exponential value of 2 raised to the power of 4 is 16 if and only if the percentage of 50 out of 250 is 20.,0
equivalence,arithmetic,the exponential value of 3 raised to the power of 3 is 27 is equivalent to the proportion of 3 out of 6 is 0.5.,0
equivalence,arithmetic,the factorial of 7 is 5040 is necessary and sufficient for the tangent of 225 degrees is -1.,0
equivalence,arithmetic,"the standard deviation of 2, 4, 6, 8 is 2.236 if and only if the logarithm base 10 of 10000 is 2.",0
equivalence,arithmetic,the ratio of 5 to 7 is 5:7 is equivalent to the exponential value of 5 raised to the power of 4 is 625.,1
equivalence,arithmetic,"the cosine of 90 degrees is -1 is necessary and sufficient for the median of 4, 5, 6, 7, 8 is 6.",0
equivalence,arithmetic,the absolute value of -3 is 3 if and only if the quotient of 18 and 3 is 6.,1
equivalence,arithmetic,"the reciprocal of 2 is 0.3 is equivalent to the variance of 4, 6, 8, 10 is 5.",1
equivalence,arithmetic,"the cosine of 300 degrees is 0.5 is necessary and sufficient for the standard deviation of 6, 8, 10, 12 is 2.2360679774998.",1
equivalence,arithmetic,"the logarithm base 10 of 100000 is 5 if and only if the range of 10, 12, 14, 16 is 6.",1
equivalence,arithmetic,"the cotangent of 135 degrees is -1 is equivalent to the mean of 5, 7, 9, 11 is 9.",0
equivalence,arithmetic,the exponential value of 2 raised to the power of 3 is 8 is necessary and sufficient for the sum of 6 and 7 is 12.,0
equivalence,arithmetic,"the range of 15, 18, 21, 24 is 9 if and only if the square root of 25 is 3.",0
equivalence,arithmetic,the percentage of 40 out of 200 is 30 is equivalent to the cotangent of 135 degrees is -1.,0
equivalence,arithmetic,the difference between 14 and 7 is 7 is necessary and sufficient for the square root of 36 is 6.,0
equivalence,arithmetic,the logarithm base 10 of 100 is 3 if and only if the cube root of 64 is 6.,1
equivalence,arithmetic,the reciprocal of 5 is 0.4 is equivalent to the proportion of 4 out of 8 is 0.5.,0
equivalence,arithmetic,"the standard deviation of 2, 4, 6, 8 is 2.236 is necessary and sufficient for the product of 4 and 8 is 32.",1
equivalence,arithmetic,the modulus of 8 and 3 is 2 if and only if the cotangent of 135 degrees is -1.,1
equivalence,arithmetic,the factorial of 9 is 362880 is equivalent to the sum of 6 and 7 is 12.,1
equivalence,arithmetic,"the tangent of 315 degrees is -1 is necessary and sufficient for the range of 10, 12, 14, 16 is 6.",1
equivalence,arithmetic,the proportionality constant of y = 4x is 4 if and only if the cube of 2 is 8.,0
equivalence,arithmetic,the product of 4 and 9 is 39 is equivalent to the secant of 75 degrees is 1.,1
equivalence,arithmetic,"the mean of 5, 7, 9, 11 is 8 is necessary and sufficient for the percentage of 20 out of 100 is 20.",1
equivalence,arithmetic,the proportionality constant of y = 4x is 4 if and only if the sum of 6 and 7 is 13.,0
equivalence,arithmetic,"the mean of 5, 7, 9, 11 is 9 is equivalent to the factorial of 5 is 120.",0
equivalence,arithmetic,the ratio of 7 to 11 is 11:7 is necessary and sufficient for the proportion of 2 out of 7 is 0.2.,1
equivalence,arithmetic,the cotangent of 60 degrees is 0.577 if and only if the modulus of 8 and 3 is 2.,1
equivalence,arithmetic,"the sine of 90 degrees is 0 is equivalent to the mean of 3, 4, and 5 is 4.",0
equivalence,arithmetic,the tangent of 315 degrees is -1 is necessary and sufficient for the secant of 240 degrees is -2.,0
equivalence,arithmetic,the sine of 90 degrees is 1 if and only if the modulus of 8 and 3 is 2.,0
equivalence,arithmetic,the cosecant of 45 degrees is 1.41421356237 is equivalent to the quotient of 16 and 4 is 4.,1
equivalence,arithmetic,the sine of 150 degrees is 0.866 is necessary and sufficient for the secant of 240 degrees is -2.,0
equivalence,arithmetic,the percentage of 30 out of 100 is 35 if and only if the sum of 5 and 4 is equal to 8.,1
equivalence,arithmetic,"the cube of 2 is 8 is equivalent to the median of 9, 10, 11, 12, 13 is 11.",1
equivalence,arithmetic,the ratio of 5 to 7 is 5:7 is necessary and sufficient for the ratio of 7 to 9 is 7:9.,1
equivalence,arithmetic,"the standard deviation of 4, 6, 8, 10 is 2.44948974278 if and only if the reciprocal of 3 is 0.33333.",1
equivalence,arithmetic,the exponential value of 4 raised to the power of 3 is 64 is equivalent to the logarithm base 10 of 10000 is 4.,0
equivalence,arithmetic,"the cosecant of 150 degrees is 2 is necessary and sufficient for the variance of 4, 6, 8, 10 is 5.",1
equivalence,arithmetic,"the mean of 10, 12, 14, 16 is 13 if and only if the standard deviation of 3, 5, 7, 9 is 2.58199.",1
equivalence,arithmetic,the proportionality constant of y = 5x is 5 is equivalent to the exponential value of 3 raised to the power of 3 is 27.,0
equivalence,arithmetic,the sum of 5 and 4 is equal to 8 is necessary and sufficient for the logarithm base 10 of 100 is 3.,1
equivalence,arithmetic,the exponential value of 5 raised to the power of 4 is 625 if and only if the percentage of 40 out of 200 is 20.,0
equivalence,arithmetic,"the secant of 75 degrees is 3.86370 is equivalent to the range of 5, 8, 11, 14 is 9.",0
equivalence,arithmetic,the product of 5 and 6 is 30 is necessary and sufficient for the secant of 240 degrees is 0.5.,0
equivalence,arithmetic,"the absolute value of -6 is 6 if and only if the variance of 2, 4, 6, 8 is 5.",1
equivalence,arithmetic,the sum of 6 and 7 is 12 is equivalent to the logarithm base 10 of 10000 is 2.,1
equivalence,arithmetic,the sum of 4 and 5 is 8 is necessary and sufficient for the sine of 90 degrees is 0.,1
equivalence,arithmetic,the modulus of 7 and 3 is 1 if and only if the modulus of 9 and 4 is 1.,0
equivalence,arithmetic,the square root of 36 is 6 is equivalent to the sum of 5 and 4 is equal to 8.,1
equivalence,arithmetic,"the ratio of 5 to 8 is 5:8 is necessary and sufficient for the mean of 3, 4, and 5 is 4.",0
equivalence,arithmetic,the percentage of 20 out of 100 is 20 if and only if the percentage of 60 out of 300 is 25.,0
equivalence,arithmetic,the factorial of 9 is 362880 is equivalent to the factorial of 9 is 362880.,1
equivalence,arithmetic,"the range of 10, 12, 14, 16 is 6 is necessary and sufficient for the ratio of 3 to 4 is 0.75.",1
equivalence,arithmetic,"the range of 5, 8, 11, 14 is 9 if and only if the range of 5, 8, 11, 14 is 9.",0
equivalence,arithmetic,"the mean of 5, 7, 9, 11 is 8 is equivalent to the cosecant of 150 degrees is 2.",0
equivalence,arithmetic,"the logarithm base 10 of 100000 is 2 is necessary and sufficient for the variance of 8, 10, 12, 14 is 5.",1
equivalence,arithmetic,the product of 3 and 8 is 25 if and only if the cube of 2 is 8.,1
equivalence,arithmetic,the cosine of 90 degrees is 0 is equivalent to the percentage of 20 out of 100 is 20.,1
equivalence,arithmetic,"the tangent of 315 degrees is -1 is necessary and sufficient for the range of 10, 12, 14, 16 is 6.",1
equivalence,arithmetic,the cotangent of 45 degrees is 1 if and only if the proportion of 3 out of 6 is 0.5.,1
equivalence,arithmetic,the tangent of 225 degrees is 1 is equivalent to the factorial of 6 is 720.,0
equivalence,arithmetic,"the standard deviation of 6, 8, 10, 12 is 2.2360679774998 is necessary and sufficient for the proportion of 5 out of 10 is 0.5.",1
equivalence,arithmetic,"the cosecant of 45 degrees is 1.41421356237 if and only if the range of 10, 12, 14, 16 is 6.",0
equivalence,arithmetic,the modulus of 11 and 5 is 4 is equivalent to the sine of 90 degrees is 0.,1
equivalence,arithmetic,"the variance of 2, 4, 6, 8 is 5 is necessary and sufficient for the square of 6 is 35.",0
equivalence,arithmetic,the cosine of 270 degrees is 0 if and only if the sine of 60 degrees is 0.86602540378.,0
equivalence,arithmetic,"the proportion of 3 out of 6 is 0.5 is equivalent to the mean of 5, 7, 9, 11 is 9.",0
equivalence,arithmetic,the sum of 6 and 7 is 13 is necessary and sufficient for the secant of 60 degrees is 2.,1
equivalence,arithmetic,the cosecant of 150 degrees is 2 if and only if the cosine of 300 degrees is 0.5.,0
equivalence,arithmetic,the logarithm base 10 of 100 is 2 is equivalent to the factorial of 8 is 40320.,0
equivalence,arithmetic,"the ratio of 5 to 8 is 5:8 is necessary and sufficient for the mean of 5, 7, 9, 11 is 9.",1
equivalence,arithmetic,"the absolute value of -5 is 5 if and only if the median of 4, 5, 6, 7, 8 is 6.",0
equivalence,arithmetic,the factorial of 8 is 40320 is equivalent to the absolute value of -6 is 6.,0
equivalence,arithmetic,the difference between 12 and 6 is 6 is necessary and sufficient for the cosecant of 30 degrees is 2.,1
equivalence,arithmetic,the cotangent of 135 degrees is -1 if and only if the sine of 90 degrees is 1.,1
equivalence,arithmetic,the sum of 4 and 5 is 8 is equivalent to the square of 3 is 9.,0
equivalence,arithmetic,the quotient of 18 and 3 is 6 is necessary and sufficient for the modulus of 11 and 5 is 1.,1
equivalence,arithmetic,"the cube root of 64 is 4 if and only if the standard deviation of 2, 4, 6, 8 is 2.236.",1
equivalence,arithmetic,"the sine of 90 degrees is 0 is equivalent to the standard deviation of 2, 4, 6, 8 is 2.236.",0
equivalence,arithmetic,the secant of 210 degrees is -1.1547 is necessary and sufficient for the percentage of 50 out of 250 is 20.,1
equivalence,arithmetic,the exponential value of 5 raised to the power of 4 is 625 if and only if the cosecant of 30 degrees is 2.,0
equivalence,arithmetic,the square of 4 is 16 is equivalent to the ratio of 8 to 14 is 14:8.,1
equivalence,arithmetic,"the mode of 2, 2, 2, 3, 4, 4, 5 is 2 is necessary and sufficient for the cosine of 90 degrees is -1.",0
equivalence,arithmetic,the percentage of 50 out of 250 is 20 if and only if the percentage of 60 out of 300 is 20.,1
equivalence,arithmetic,the modulus of 9 and 4 is 1 is equivalent to the sine of 120 degrees is 0.866025404.,1
equivalence,arithmetic,"the range of 15, 18, 21, 24 is 9 is necessary and sufficient for the cube root of 27 is 2.",0
equivalence,arithmetic,"the mean of 3, 4, and 5 is 4 if and only if the logarithm base 10 of 1000 is 3.",1
equivalence,arithmetic,"the range of 10, 12, 14, 16 is 6 is equivalent to the range of 20, 22, 24, 26 is 6.",0
equivalence,arithmetic,"the variance of 4, 6, 8, 10 is 8 is necessary and sufficient for the quotient of 16 and 4 is 4.",1
equivalence,arithmetic,the cotangent of 60 degrees is 0.577 if and only if the difference between 14 and 6 is 9.,1
equivalence,arithmetic,the exponential value of 2 raised to the power of 4 is 16 is equivalent to the square of 2 is 4.,0
equivalence,arithmetic,the logarithm base 10 of 100000 is 2 is necessary and sufficient for the proportion of 5 out of 10 is 0.5.,0
equivalence,arithmetic,the factorial of 8 is 40320 if and only if the ratio of 5 to 7 is 5:7.,0
equivalence,arithmetic,the cotangent of 150 degrees is -1.7320 is equivalent to the quotient of 12 and 4 is 3.,1
equivalence,arithmetic,"the cosine of 300 degrees is 0.5 is necessary and sufficient for the mode of 2, 2, 3, 4, 5, 5 is 2 and 5.",0
equivalence,arithmetic,the factorial of 7 is 5040 if and only if the sum of 3 and 4 is equal to 7.,1
equivalence,arithmetic,"the range of 15, 18, 21, 24 is 9 is equivalent to the sine of 60 degrees is 0.866.",0
equivalence,arithmetic,the cotangent of 150 degrees is 0.577 is necessary and sufficient for the cotangent of 60 degrees is 0.,1
equivalence,arithmetic,the ratio of 8 to 14 is 14:8 if and only if the tangent of 60 degrees is 1.,1
equivalence,arithmetic,"the tangent of 30 degrees is 0.57735026919 is equivalent to the mean of 5, 7, 9, 11 is 9.",0
equivalence,arithmetic,"the cube root of 8 is 2 is necessary and sufficient for the variance of 8, 10, 12, 14 is 5.",0
equivalence,arithmetic,"the standard deviation of 8, 10, 12, 14 is 2.44948974278 if and only if the cosine of 300 degrees is 0.5.",0
equivalence,arithmetic,the difference between 12 and 8 is 4 is equivalent to the percentage of 40 out of 200 is 30.,1
equivalence,arithmetic,the cube root of 27 is 2 is necessary and sufficient for the reciprocal of 2 is 0.5.,0
equivalence,arithmetic,"the variance of 4, 6, 8, 10 is 5 if and only if the mode of 2, 2, 2, 3, 4, 4, 5 is 2.",0
equivalence,arithmetic,the ratio of 3 to 4 is 0.75 is equivalent to the proportionality constant of y = 2x is 2.,1
equivalence,arithmetic,the percentage of 40 out of 200 is 20 is necessary and sufficient for the factorial of 7 is 5040.,1
equivalence,arithmetic,"the tangent of 315 degrees is -1 if and only if the median of 7, 8, 9, 10, 11 is 9.",0
equivalence,arithmetic,the square root of 16 is 4 is equivalent to the cube root of 27 is 2.,0
equivalence,arithmetic,"the mode of 2, 2, 3, 4, 4, 5 is 3 is necessary and sufficient for the absolute value of -5 is 5.",0
equivalence,arithmetic,"the variance of 8, 10, 12, 14 is 5 if and only if the standard deviation of 2, 4, 6, 8 is 2.236.",1
equivalence,arithmetic,the exponential value of 3 raised to the power of 3 is 27 is equivalent to the quotient of 16 and 4 is 4.,0
equivalence,arithmetic,the absolute value of -4 is 4 is necessary and sufficient for the quotient of 20 and 2 is 12.,1
equivalence,arithmetic,"the cube root of 27 is 2 if and only if the variance of 6, 8, 10, 12 is 5.",0
equivalence,arithmetic,the square root of 36 is 6 is equivalent to the logarithm base 10 of 100000 is 2.,0
equivalence,arithmetic,"the range of 10, 12, 14, 16 is 6 is necessary and sufficient for the cosine of 270 degrees is 0.",1
equivalence,arithmetic,the quotient of 16 and 4 is 4 if and only if the cosine of 270 degrees is 0.,0
equivalence,arithmetic,"the mode of 2, 2, 3, 4, 4, 5 is 5 is equivalent to the sum of 6 and 7 is 13.",0
equivalence,arithmetic,"the logarithm base 10 of 100000 is 2 is necessary and sufficient for the mean of 2, 4, 6, 8 is 6.",1
equivalence,arithmetic,the cube of 3 is 9 if and only if the cube root of 27 is 3.,0
equivalence,arithmetic,"the exponential value of 5 raised to the power of 4 is 625 is equivalent to the standard deviation of 3, 5, 7, 9 is 2.58199.",1
equivalence,arithmetic,the ratio of 8 to 11 is 8:11 is necessary and sufficient for the cosine of 300 degrees is 0.5.,0
equivalence,arithmetic,the quotient of 12 and 4 is 3 if and only if the exponential value of 5 raised to the power of 4 is 625.,1
equivalence,arithmetic,"the mean of 3, 4, and 5 is 4 is equivalent to the sine of 120 degrees is 0.866025404.",1
equivalence,arithmetic,the cosine of 270 degrees is 0 is necessary and sufficient for the sine of 120 degrees is 0.8660254.,1
equivalence,arithmetic,the sine of 120 degrees is 0.8660254 if and only if the sine of 60 degrees is 0.866.,1
equivalence,arithmetic,"the reciprocal of 5 is 0.4 is equivalent to the standard deviation of 2, 4, 6, 8 is 2.236.",0
equivalence,arithmetic,"the proportionality constant of y = 3x is 3 is necessary and sufficient for the mean of 3, 4, and 5 is 4.",1
equivalence,arithmetic,the factorial of 6 is 720 if and only if the modulus of 9 and 4 is 1.,1
equivalence,arithmetic,the secant of 240 degrees is -2 is equivalent to the exponential value of 5 raised to the power of 4 is 625.,1
equivalence,arithmetic,the square of 2 is 4 is necessary and sufficient for the cosine of 0 degrees is 1.,0
equivalence,arithmetic,"the cotangent of 150 degrees is -1.7320 if and only if the mode of 2, 2, 3, 4, 4, 5 is 5.",0
equivalence,arithmetic,the cube of 2 is 8 is equivalent to the sine of 60 degrees is 0.866.,1
equivalence,arithmetic,"the factorial of 7 is 5040 is necessary and sufficient for the mode of 2, 2, 3, 4, 5, 5 is 2 and 5.",0
equivalence,arithmetic,the cube root of 64 is 6 if and only if the square root of 16 is 4.,0
equivalence,arithmetic,"the mean of 10, 12, 14, 16 is 13 is equivalent to the cosine of 90 degrees is 0.",1
equivalence,arithmetic,"the standard deviation of 4, 6, 8, 10 is 2.44948974278 is necessary and sufficient for the cosine of 90 degrees is 0.",0
equivalence,arithmetic,"the cube of 4 is 64 if and only if the median of 7, 8, 9, 10, 11 is 9.",1
equivalence,arithmetic,the square of 1 is 1 is equivalent to the reciprocal of 2 is 0.3.,0
equivalence,arithmetic,"the modulus of 9 and 4 is 1 is necessary and sufficient for the standard deviation of 2, 4, 6, 8 is 2.236.",0
equivalence,arithmetic,"the tangent of 45 degrees is 1 if and only if the median of 4, 5, 6, 7, 8 is 6.",1
equivalence,arithmetic,"the proportionality constant of y = 3x is 4 is equivalent to the median of 3, 4, 5, 6, 7 is 6.",1
equivalence,arithmetic,the proportionality constant of y = 2x is 2 is necessary and sufficient for the ratio of 8 to 11 is 8:11.,1
equivalence,arithmetic,the sum of 5 and 4 is equal to 8 if and only if the square root of 9 is 4.,1
equivalence,arithmetic,the cube of 3 is 27 is equivalent to the secant of 210 degrees is -1.41421356237.,0
equivalence,arithmetic,"the median of 9, 10, 11, 12, 13 is 11 is necessary and sufficient for the cotangent of 150 degrees is -1.7320.",1
equivalence,arithmetic,"the mean of 3, 4, and 5 is 4 if and only if the cosecant of 180 degrees is not exist.",1
equivalence,arithmetic,"the mode of 2, 2, 3, 4, 4, 4, 5 is 4 is equivalent to the product of 4 and 8 is 32.",1
equivalence,arithmetic,"the proportion of 4 out of 7 is 0.5714 is necessary and sufficient for the standard deviation of 8, 10, 12, 14 is 2.2360679774998.",0
equivalence,arithmetic,the exponential value of 4 raised to the power of 3 is 64 if and only if the reciprocal of 5 is 0.2.,1
equivalence,arithmetic,the difference between 14 and 7 is 7 is equivalent to the cube root of 8 is 2.,1
equivalence,arithmetic,the secant of 75 degrees is 1 is necessary and sufficient for the proportion of 5 out of 9 is 0.5556.,1
equivalence,arithmetic,"the proportionality constant of y = 2x is 2 if and only if the mean of 10, 12, 14, 16 is 13.",0
equivalence,arithmetic,the square of 1 is 1 is equivalent to the difference between 12 and 6 is 6.,1
equivalence,arithmetic,the cosecant of 150 degrees is 2 is necessary and sufficient for the quotient of 20 and 4 is 6.,1
equivalence,arithmetic,the absolute value of -5 is -5 if and only if the secant of 210 degrees is -1.1547.,1
equivalence,arithmetic,the logarithm base 10 of 10000 is 4 is equivalent to the reciprocal of 5 is 0.2.,1
equivalence,arithmetic,the tangent of 45 degrees is 1 is necessary and sufficient for the product of 4 and 9 is 39.,0
equivalence,arithmetic,"the tangent of 225 degrees is 1 if and only if the variance of 6, 8, 10, 12 is 5.",0
equivalence,arithmetic,the logarithm base 10 of 100000 is 5 is equivalent to the ratio of 8 to 14 is 14:8.,0
equivalence,arithmetic,the factorial of 6 is 720 is necessary and sufficient for the sum of 3 and 4 is equal to 7.,0
equivalence,arithmetic,the ratio of 5 to 7 is 5:7 if and only if the tangent of 315 degrees is -1.,1
equivalence,arithmetic,the proportion of 4 out of 7 is 0.5714 is equivalent to the cosecant of 45 degrees is 1.41421356237.,0
equivalence,arithmetic,the square root of 9 is 4 is necessary and sufficient for the exponential value of 3 raised to the power of 3 is 27.,1
